5/31/2014,Sq Tar Pit,SQ *TAR PIT,4,BankAmericard Platinum Plus Visa,Cortado,,
5/30/2014,Sq Roasting Com,SQ *BROOKLYN ROASTING COM,8.25,CREDIT CARD,Cortado,,
5/30/2014,Sq Tar Pit,SQ *TAR PIT,7.75,BankAmericard Platinum Plus Visa,Cortado,,
5/22/2014,Sq Tar Pit,SQ *TAR PIT,4,CREDIT CARD,Cortado,,
5/06/2014,Sq Birch Coffee,CHECKCARD 0505 SQ *BIRCH COFFEE New York NY 24692164125000596792025,7.52,BofA Core Checking,Cortado,,
4/04/2014,Gp Ur Cup,CHECKCARD 0403 GP*UR CUP COFFEE & TEA NEW YORK NY 24492154094401360593419,3.75,BofA Core Checking,cortado,,
3/27/2014,Sq Tar Pit,CHECKCARD 0326 SQ *TAR PIT Brooklyn NY 24692164085000171827442,6.75,BofA Core Checking,cortado,,
2/11/2014,Gp Ur Cup,CHECKCARD 0210 GP*UR CUP COFFEE & TEA NEW YORK NY 24492154042401291973519,8.25,BofA Core Checking,Cortado,,
2/10/2014,Sq Tar Pit,CHECKCARD 0208 SQ *TAR PIT New York NY 24692164039000395793203,6.5,BofA Core Checking,Cortado,,
1/22/2014,Gp Ur Cup,GP*UR CUP COFFEE & TEA,8.75,CREDIT CARD,Cortado,,
1/21/2014,Sq Tar Pit,SQ *TAR PIT,13.23,CREDIT CARD,Cortado,,
1/19/2014,Sq Tar Pit,SQ *TAR PIT,4.75,CREDIT CARD,Cortado,,
1/08/2014,Sq Tar Pit,SQ *TAR PIT,7,CREDIT CARD,Cortado,,
12/18/2013,Think Coffee,CHECKCARD 1216 THINK COFFEE NEW YORK NY 24224433352101049486361,14.07,BofA Core Checking,Cortado,,
11/26/2013,Ur Cup Coffee,UR CUP COFFEE & TEA NEW YORK NY,6.25,BankAmericard Platinum Plus Visa,Cortado,,
11/18/2013,Sq Tar Pit,SQ *TAR PIT,4,CREDIT CARD,Cortado,,
11/15/2013,Ur Cup Coffee,UR CUP COFFEE & TEA,5.25,CREDIT CARD,Cortado,,
11/14/2013,Sq Tar Pit,CHECKCARD 1113 SQ *TAR PIT New York NY 24692163317000743416460,4,BofA Core Checking,Cortado,,
11/04/2013,Sq Tar Pit,CHECKCARD 1102 SQ *TAR PIT New York NY 24692163306000357587583,4,BofA Core Checking,Cortado,,
10/28/2013,Sq Tar Pit,CHECKCARD 1026 SQ *TAR PIT Brooklyn NY 24692163299000705470911,4,BofA Core Checking,Cortado,,
9/01/2013,Sq Tar Pit,SQ *TAR PIT,12.08,CREDIT CARD,Cortado,,
8/10/2013,Sq Matching Half,SQ *MATCHING HALF,21.57,BankAmericard Platinum Plus Visa,Cortado,,
7/15/2013,Sq Tar Pit,CHECKCARD 0712 SQ *TAR PIT New York NY 24692163193000492995135,4,BofA Core Checking,Cortado,,
7/03/2013,Sq Tar Pit,CHECKCARD 0702 SQ *TAR PIT New York NY 24692163183000899156465,9.25,BofA Core Checking,Cortado,,
7/02/2013,Sq Tar Pit,CHECKCARD 0701 SQ *TAR PIT New York NY 24692163182000490274452,4,BofA Core Checking,Cortado,,
6/24/2013,Sq Tar Pit,CHECKCARD 0622 SQ *TAR PIT New York NY 24692163173000236989315,4,BofA Core Checking,Cortado,,
6/11/2013,Sq Tar Pit,SQ *TAR PIT,4,BankAmericard Platinum Plus Visa,Cortado,,
6/04/2013,Sq Tar Pit,CHECKCARD 0603 SQ *TAR PIT New York NY 24692163154000356092208,4,BofA Core Checking,Cortado,Cortado: 341,
6/01/2013,Sq Tar Pit,SQ *TAR PIT NEW YORK NY,10.25,BankAmericard Platinum Plus Visa,Cortado,,
5/28/2013,Birch Coffee,CHECKCARD 0524 Birch Coffee NEW YORK NY 24013393144001601868564,4,BofA Core Checking,Cortado,,
5/23/2013,Sq Tar Pit,CHECKCARD 0522 SQ *TAR PIT New York NY 24692163142000137483291,7.25,BofA Core Checking,Cortado,,
5/13/2013,Sq Tar Pit,CHECKCARD 0510 SQ *TAR PIT New York NY 24692163130000828290306,10.25,BofA Core Checking,Cortado,,
5/06/2013,Sq Tar Pit,CHECKCARD 0504 SQ *TAR PIT New York NY 24692163124000695666123,4,BofA Core Checking,Cortado,,
5/05/2013,Sq Tar Pit,SQ *TAR PIT,8.5,CREDIT CARD,Cortado,,
1/23/2012,Bluedogcoffeebarandbake,CHECKCARD 0120 BLUEDOGCOFFEEBARANDBAKE NEWYORK NY 24228992022702763689402,17.04,BofA Core Checking,Cortado,,
9/19/2014,Sq Tar Pit,SQ *TAR PIT,4,BankAmericard Platinum Plus Visa,Cold Brew,,
9/17/2014,Sq Tar Pit,SQ *TAR PIT,4,BankAmericard Platinum Plus Visa,Cold Brew,,
9/15/2014,Sq Tar Pit,SQ *TAR PIT,13.22,BankAmericard Platinum Plus Visa,Cold Brew,,
9/11/2014,Sq Tar Pit,CHECKCARD 0910 SQ *TAR PIT Brooklyn NY 24692164253000719342322,9,BofA Core Checking,Cold Brew,,
9/08/2014,Sq Tar Pit,CHECKCARD 0906 SQ *TAR PIT Brooklyn NY 24692164249000081767152,6.5,BofA Core Checking,Cold Brew,,
8/25/2014,Sq Tar Pit,CHECKCARD 0822 SQ *TAR PIT Brooklyn NY 24692164234000386874767,4,BofA Core Checking,Cold Brew,,
7/28/2014,Sq Tar Pit,CHECKCARD 0725 SQ *TAR PIT Brooklyn NY 24692164206000973595167,7.5,BofA Core Checking,Cold Brew,,
7/25/2014,Sq Tar Pit,CHECKCARD 0724 SQ *TAR PIT New York NY 24692164205000668090533,4,BofA Core Checking,Cold Brew,,148
7/21/2014,Sq Tar Pit,CHECKCARD 0720 SQ *TAR PIT Brooklyn NY 24692164201000950090815,7,BofA Core Checking,Cold Brew,cold brew:117,117
6/20/2014,Sq Tar Pit,CHECKCARD 0619 SQ *TAR PIT Brooklyn NY 24692164170000385380994,5.75,BofA Core Checking,Cold Brew,,
5/19/2014,Sq Tar Pit,CHECKCARD 0516 SQ *TAR PIT Brooklyn NY 24692164136000553843693,5,BofA Core Checking,Cold Brew,,
5/16/2014,Sq Tar Pit,CHECKCARD 0515 SQ *TAR PIT Brooklyn NY 24692164135000067233861,4,BofA Core Checking,Cold Brew,,
11/07/2013,Sq Tar Pit,SQ *TAR PIT,5.75,CREDIT CARD,Cold Brew,,
10/04/2013,Sq Tar Pit,SQ *TAR PIT,5,CREDIT CARD,Cold Brew,,
6/27/2013,Sq Tar Pit,SQ *TAR PIT,5,CREDIT CARD,Cold Brew,,
11/07/2012,Sq Tar Pit,SQ *TAR PIT,7.5,BankAmericard Platinum Plus Visa,Cold Brew,,
10/17/2012,Sq Tar Pit,SQ *TAR PIT,7.5,BankAmericard Platinum Plus Visa,Cold Brew,,
10/15/2012,Sq Tar Pit,SQ *TAR PIT,7.5,BankAmericard Platinum Plus Visa,Cold Brew,,
5/22/2012,Sq Tar Pit,"SQ *TAR PIT, INC. NEW YORK NY",5,BankAmericard Platinum Plus Visa,Cold Brew,,
5/16/2014,Sq Tar Pit,CHECKCARD 0515 SQ *TAR PIT Brooklyn NY 24692164135000068837645,1.75,BofA Core Checking,Coffee,,
3/26/2014,Gp Ur Cup,CHECKCARD 0325 GP*UR CUP COFFEE & TEA NEW YORK NY 24492154085401347817874,3.95,BofA Core Checking,Coffee,,
1/20/2014,Sq Tar Pit,SQ *TAR PIT,3,CREDIT CARD,Coffee,,
12/05/2013,Sq Tar Pit,SQ *TAR PIT,1.75,CREDIT CARD,Coffee,,
11/20/2013,Sq Tar Pit,CHECKCARD 1119 SQ *TAR PIT Brooklyn NY 24692163323000043105542,2.75,BofA Core Checking,Coffee,,
11/12/2013,Sq Tar Pit,SQ *TAR PIT,2,CREDIT CARD,Coffee,,
9/25/2013,Sq Tar Pit,SQ *TAR PIT,3.75,CREDIT CARD,Coffee,,
8/28/2013,Sq Tar Pit,CHECKCARD 0827 SQ *TAR PIT New York NY 24692163239000208827289,3.5,BofA Core Checking,Coffee,,
8/27/2013,Le Pain Quotidien,LE PAIN QUOTIDIEN,42.6,CREDIT CARD,Coffee,Coffee: 120,
7/08/2013,Sq Tar Pit,CHECKCARD 0705 SQ *TAR PIT New York NY 24692163186000934861365,3,BofA Core Checking,Coffee,,
7/08/2013,Sq Tar Pit,CHECKCARD 0707 SQ *TAR PIT New York NY 24692163188000676862553,6,BofA Core Checking,Coffee,,
7/08/2013,Sq Tar Pit,CHECKCARD 0707 SQ *TAR PIT New York NY 24692163188000740843514,3,BofA Core Checking,Coffee,,
7/02/2013,Sq Tar Pit,CHECKCARD 0701 SQ *TAR PIT New York NY 24692163182000536820557,7.5,BofA Core Checking,Coffee,,
6/23/2013,Dean & Deluca,DEAN&DELUCA #102,19.07,CREDIT CARD,Coffee,,
6/17/2013,Sq Tar Pit,CHECKCARD 0615 SQ *TAR PIT New York NY 24692163166000785764373,12.08,BofA Core Checking,Coffee,,
6/07/2013,Sq Tar Pit,SQ *TAR PIT,3.75,BankAmericard Platinum Plus Visa,Coffee,,
6/19/2014,Gp Ur Cup,CHECKCARD 0618 GP*UR CUP COFFEE & TEA NEW YORK NY 24492154170401484864958,4.4,BofA Core Checking,Cappuccino ,,
6/10/2014,Sq Tar Pit,CHECKCARD 0609 SQ *TAR PIT New York NY 24692164160000098031332,4.75,BofA Core Checking,Cappuccino ,,
6/05/2014,Sq Tar Pit,CHECKCARD 0604 SQ *TAR PIT Brooklyn NY 24692164155000845245331,5,BofA Core Checking,Cappuccino ,,
6/04/2014,Sq Tar Pit,CHECKCARD 0603 SQ *TAR PIT Brooklyn NY 24692164154000279759899,7.75,BofA Core Checking,Cappuccino ,,
6/03/2014,Sq Brooklyn Roasting,CHECKCARD 0602 SQ *BROOKLYN ROASTING C Brooklyn NY 24692164153000859664684,5,BofA Core Checking,Cappuccino ,,
5/29/2014,Gp Ur Cup,GP*UR CUP COFFEE & TEA,5.7,BankAmericard Platinum Plus Visa,Cappuccino ,,
5/14/2014,Gp Ur Cup,CHECKCARD 0513 GP*UR CUP COFFEE & TEA NEW YORK NY 24492154134401423862142,6.55,BofA Core Checking,Cappuccino ,,
5/13/2014,Sq Tar Pit,CHECKCARD 0512 SQ *TAR PIT Brooklyn NY 24692164132000773416035,5,BofA Core Checking,Cappuccino ,,
5/07/2014,Gp Ur Cup,CHECKCARD 0506 GP*UR CUP COFFEE & TEA NEW YORK NY 24492154127401412449827,5,BofA Core Checking,Cappuccino ,,
4/28/2014,Sq Tar Pit,CHECKCARD 0426 SQ *TAR PIT New York NY 24692164116000767343682,6.75,BofA Core Checking,Cappuccino ,,
4/28/2014,Sq Tar Pit,CHECKCARD 0425 SQ *TAR PIT Brooklyn NY 24692164115000408897295,10.75,BofA Core Checking,Cappuccino ,,
4/22/2014,Gp Ur Cup,CHECKCARD 0421 GP*UR CUP COFFEE & TEA NEW YORK NY 24492154112401388736618,5.45,BofA Core Checking,Cappuccino ,,
4/17/2014,Orens Daily Roast,CHECKCARD 0415 05 - ORENS DAILY ROAST NEW YORK NY 24071054106985301774457,5.4,BofA Core Checking,Cappuccino ,,
4/12/2014,Sq Tar Pit,SQ *TAR PIT NEW YORK NY,5.25,BankAmericard Platinum Plus Visa,Cappuccino ,,
4/12/2014,Sq Tar Pit,SQ *TAR PIT,5.25,BankAmericard Platinum Plus Visa,Cappuccino ,,
2/13/2014,Gp Ur Cup,CHECKCARD 0212 GP*UR CUP COFFEE & TEA NEW YORK NY 24492154044401293466767,4.4,BofA Core Checking,Cappuccino ,,
2/13/2014,Gp Ur Cup,CHECKCARD 0212 GP*UR CUP COFFEE & TEA NEW YORK NY 24492154044401293684302,8.2,BofA Core Checking,Cappuccino ,,
1/30/2014,Sq Tar Pit,SQ *TAR PIT,4.75,CREDIT CARD,Cappuccino ,,
1/24/2014,Gp Ur Cup,CHECKCARD 0123 GP*UR CUP COFFEE & TEA NEW YORK NY 24492154024401271562250,6.65,BofA Core Checking,Cappuccino ,,
1/17/2014,Sq Tar Pit,SQ *TAR PIT,5.75,CREDIT CARD,Cappuccino ,,
1/15/2014,Sq Tar Pit,SQ *TAR PIT,7.75,CREDIT CARD,Cappuccino ,,
1/03/2014,Sq Tar Pit,SQ *TAR PIT,7.75,CREDIT CARD,Cappuccino ,,
11/25/2013,Sq Tar Pit,CHECKCARD 1124 SQ *TAR PIT New York NY 24692163328000113149318,3,BofA Core Checking,Cappuccino ,,
11/15/2013,Sq Tar Pit,SQ *TAR PIT,3.75,CREDIT CARD,Cappuccino ,,
11/13/2013,Sq Tar Pit,SQ *TAR PIT,4.75,CREDIT CARD,Cappuccino ,,
11/08/2013,Sq Tar Pit,SQ *TAR PIT,5,CREDIT CARD,Cappuccino ,Cap: 234,
10/31/2013,Sq Tar Pit,SQ *TAR PIT,4.75,CREDIT CARD,Cappuccino ,,
10/30/2013,Ur Cup Coffee,UR CUP COFFEE & TEA,4.75,CREDIT CARD,Cappuccino ,,
10/17/2013,Orens Daily Roast,CHECKCARD 1015 05 - ORENS DAILY ROAST NEW YORK NY 24071053289158111876232,4.59,BofA Core Checking,Cappuccino ,,
10/01/2013,Fresh,FRESH & CO,3.92,CREDIT CARD,Cappuccino ,,
9/19/2013,Orens Daily Roast,05 - ORENS DAILY ROAST,4.59,CREDIT CARD,Cappuccino ,,
4/13/2013,Sq Tar Pit,SQ *TAR PIT,10.25,BankAmericard Platinum Plus Visa,Cappuccino ,,
4/04/2013,Tmania Ny,TMANIA *8668114111 212-352-3101 NY,20.51,BankAmericard Platinum Plus Visa,Cappuccino ,,
3/16/2013,Sq Tar Pit,SQ *TAR PIT NEW YORK NY,4.75,BankAmericard Platinum Plus Visa,Cappuccino ,,
10/12/2012,Sq Tar Pit,CHECKCARD 1011 SQ *TAR PIT New York NY 24692162285000999793471,5,BofA Core Checking,Cappuccino ,,
9/13/2012,Sq Tar Pit,SQ *TAR PIT NEW YORK NY,4.6,BankAmericard Platinum Plus Visa,Cappuccino ,,
9/06/2012,Sq Tar Pit,CHECKCARD 0905 SQ *TAR PIT New York NY 24692162249000528874706,6.9,BofA Core Checking,Cappuccino ,,
8/13/2012,Sq Tar Pit,CHECKCARD 0810 SQ *TAR PIT New York NY 24692162223000134968488,5,BofA Core Checking,Cappuccino ,,
6/27/2012,Starbucks,RIO STARBUCK'S CONVENT,4.7,BankAmericard Platinum Plus Visa,Cappuccino ,,
8/12/2014,Sq Blue Bottle,SQ *BLUE BOTTLE COFFEE,14.82,BankAmericard Platinum Plus Visa,Beans,,
7/15/2014,Budin,CHECKCARD 0713 BUDIN BROOKLYN NY 24071054195985356411262,7.5,BofA Core Checking,AeroPress,,
6/23/2014,Budin,CHECKCARD 0621 BUDIN BROOKLYN NY 24071054173985315361448,5,BofA Core Checking,AeroPress,,
5/05/2014,Budin,CHECKCARD 0501 BUDIN BROOKLYN NY 24071054122985308698725,6,BofA Core Checking,AeroPress,,
5/05/2014,Budin,CHECKCARD 0501 BUDIN BROOKLYN NY 24071054122985308698675,3,BofA Core Checking,AeroPress,,
