year,url,height
2007,images/2007/12/26/style/27critic-600.jpg,330
2007,images/2007/12/02/business/02shoes.xlarge1.jpg,365
2007,images/2007/09/09/fashion/09vict395.1.jpg,260
2007,images/2007/08/10/realestate/600-habi-span.jpg,340
2007,images/2007/08/07/us/08contractors-600.jpg,300
2007,images/2007/08/07/us/08contractors-337.jpg,250
2008,images/2008/11/16/nyregion/artswe.450.1.jpg,450
2008,images/2008/10/01/fashion/01review.span.jpg,300
2008,images/2008/10/01/fashion/01review.hp.jpg,245
2008,images/2008/09/28/automobiles/600-winnies-span.jpg,365
2008,images/2008/09/11/fashion/11review_600.jpg,280
2008,images/2008/09/11/fashion/11review_337.jpg,260
2008,images/2008/09/09/fashion/10fashion01_600.jpg,280
2008,images/2008/09/09/fashion/10fashion01_337.jpg,260
2008,images/2008/07/01/fashion/01fashion.span.jpg,350
2009,images/2009/10/25/travel/24brazil600.1.jpg,331
2009,images/2009/10/25/travel/24brazil337.1.jpg,260
2009,images/2009/09/21/style/global/22iht-rkane_600a.jpg,330
2009,images/2009/09/21/style/global/22iht_rkane_337.jpg,240
2009,images/2009/09/17/fashion/17horyn_600.jpg,300
2009,images/2009/09/09/fashion/10critic-600.jpg,363
2009,images/2009/08/23/arts/sont.span.jpg,240
2009,images/2009/08/23/arts/23sont-337sub.jpg,240
2009,images/2009/07/30/garden/30prewar_600.jpg,374
2010,images/2010/12/27/business/27ETSY1/27ETSY1-articleLarge.jpg,345
2010,images/2010/12/27/business/27ETSY1/27ETSY1-articleLarge.jpg,345
2010,images/2010/12/09/fashion/09BUBLE-span/Z-BUBLE-A-articleLarge.jpg,357
2010,images/2010/12/09/fashion/09BUBLE-span/Z-BUBLE-A-articleLarge.jpg,357
2010,images/2010/11/16/fashion/googlefashion/googlefashion-articleLarge.jpg,309
2010,images/2010/10/17/nyregion/jp-CRITIC-3/jp-CRITIC-3-articleLarge.jpg,349
2010,images/2010/10/17/nyregion/jp-CRITIC-3/jp-CRITIC-3-articleLarge.jpg,349
2011,images/2011/12/15/fashion/15CUSTOM1_SPAN/15zCUSTOM1-articleLarge.jpg,380
2011,images/2011/11/24/fashion/24critic/24critic-articleLarge.jpg,345
2011,images/2011/09/27/fashion/27reviewspan/27reviewspan-articleLarge.jpg,350
2011,images/2011/09/26/style/global/26iht-rjil26/26iht-rjil26-articleLarge.jpg,360
2011,images/2011/09/26/style/global/26iht-rjil26/26iht-rjil26-articleLarge.jpg,360
2012,images/2012/11/20/style/20iht-fhollywood20-pic2/20iht-fhollywood20-pic2-articleLarge.jpg,330
2012,images/2012/09/28/arts/28THOMAS_SPAN/28THOMAS_SPAN-articleLarge.jpg,375
